CPF_Number,Operator_ID,Operator_Name,Operator_Searchable_Name,Region,Pipeline_Type,How_Discovered?,Case_Type,Notice_Actions,Cited_Regulations,Violation_Category,Proposed_Penalties,Assessed_Penalties,Collected_Penalties,Case_Status,Opened_Date,Latest_Order_Type,Latest_Order_Date,Closed_Date,Notice_Sent_Date,Operator_Response_Date,Operator_Request_Hearing_Date,Hearing_Date,Final_Order_Date,Petition_for_Reconsideration_Date,Decision_on_Petition_Date,Consent_Order_Date,Corrective_Action_Order_Date,Order_Direct_Amendment_Date,Safety_Order_Date,Penalty_Collected_Date,Region_Withdrawn_Date,Opened_Year,Closed_Year,Order_Issued_Ind,Final_Order_Ind,Petition_for_Reconsideration_Ind,Decision_on_Petition_Ind,Consent_Order_Ind,Corrective_Action_Order_Ind,Order_Direct_Amendment_Ind,Safety_Order_Ind,Penalty_Collected_Ind,Case_Closure_Ind,Proposed_Civil_Penalty_Ind,Proposed_Compliance_Order_Ind,Penalty_Reduction_Ind,Basis_for_penalty_reduction,Report_Type,Report_Number,WMS_Activity_Seq,Data_Source,Data_as_of
320201008,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC","TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Central,GAS INTERSTATE ONSHORE,Control Room Management,Notice of Probable Violation,CP,"192.631(c)(3),  192.631(d)(2),  192.631(d)(3),  192.631(e)(2),  192.631(j)(1)",Control Room Management,86700,66500,66500,CLOSED,10/26/20,Final Order,7/2/21,7/19/21,10/26/20,12/11/20,,,7/2/21,,,,,,,7/19/21,,2020,2021,Yes,Yes,,,,,,,Yes,Yes,Yes,,Yes,Other,,,18-159646S,WMS (SMART migrated),09/03/2025 9:00 AM
12020010WL,31705,KATY STORAGE & TRANSPORTATION LP,KATY STORAGE & TRANSPORTATION LP,Eastern,INTRASTATE UNDERGROUND NG STORAGE,Standard,Warning Letter,WI,192.12(d),Transportation of Gas,,,,CLOSED,10/23/20,,,10/23/20,10/23/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-173111,WMS,09/03/2025 9:00 AM
12020013WL,38927,UGI ENERGY SERVICES,UGI ENERGY SERVICES,Eastern,INTERSTATE LNG,Construction,Warning Letter,WI,193.2719(a),Qualifications and Training,,,,CLOSED,10/23/20,,,10/23/20,10/23/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-173883,WMS,09/03/2025 9:00 AM
52020005WL,39637,UTAH GAS OP LTD DBA UTAH GAS CORP,UTAH GAS OP LTD DBA UTAH GAS CORP,Western,INTERSTATE LIQUID,Integrated,Warning Letter,WI,195.61(a),Reporting,,,,CLOSED,10/16/20,,,10/16/20,10/16/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-172633,WMS,09/03/2025 9:00 AM
52020003NOA,31097,ISLAND ENERGY,ISLAND ENERGY,Western,DISTRIBUTION MUNICIPAL,OQ Program,Notice of Amendment,NOA,192.805(i),Operator Qualification,,,,CLOSED,10/16/20,,,2/11/21,10/16/20,11/10/20,,,,,,,,,,,,2020,2021,,,,,,,,,,Yes,,,,,,,20-173118,WMS,09/03/2025 9:00 AM
52020004NOPV,31097,ISLAND ENERGY,ISLAND ENERGY,Western,DISTRIBUTION MUNICIPAL,PA Program,Notice of Probable Violation,CO,"192.616(c),  192.616(d)",Public Awareness,,,,CLOSED,10/16/20,Final Order,1/8/21,12/30/21,10/16/20,11/9/20,,,1/8/21,,,,,,,,,2020,2021,Yes,Yes,,,,,,,,Yes,,Yes,,,,,20-173118,WMS,09/03/2025 9:00 AM
320206001,39821,AGRIUM U.S. INC.,AGRIUM U.S. INC.,Central,INTRASTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,"CP, WI","195.402(a),  195.49,  195.64(a)","OME Procedural Manual,  Reporting",19000,19000,19000,CLOSED,10/15/20,Final Order,12/10/20,12/10/20,10/15/20,11/6/20,,,12/10/20,,,,,,,11/6/20,,2020,2020,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,19-164044S,WMS (SMART migrated),09/03/2025 9:00 AM
320205023W,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC","TALLGRASS PONY EXPRESS PIPELINE, LLC",Central,INTERSTATE LIQUID ONSHORE,Integrated,Warning Letter,WI,"195.307,  195.307(c),  195.402(a),  195.403(b)(1)","OME Procedural Manual,  Operation and/or Maintenance,  Pressure Testing",,,,CLOSED,10/14/20,,,10/14/20,10/14/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-164050S,WMS (SMART migrated),09/03/2025 9:00 AM
320205022M,22855,"FLINT HILLS RESOURCES, LC","FLINT HILLS RESOURCES, LC",Central,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,"195.452(i)(1),  195.452(l)(1),  195.555","Corrosion Control,  Integrity Management",,,,CLOSED,10/14/20,,,11/13/20,10/14/20,11/11/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-164057S,WMS (SMART migrated),09/03/2025 9:00 AM
320205020,15156,SINCLAIR TRANSPORTATION COMPANY,SINCLAIR TRANSPORTATION COMPANY,Central,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,"CO/CP, WI","195.260(e),  195.412(a)","Construction,  Operation and/or Maintenance",97100,67700,67700,CLOSED,10/13/20,Consent Order,2/5/21,2/24/21,10/13/20,11/2/20,11/2/20,,,,,2/5/21,,,,2/22/21,,2020,2021,Yes,,,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Other,,,19-164032S,WMS (SMART migrated),09/03/2025 9:00 AM
320205019,31618,ENTERPRISE PRODUCTS OPERATING LLC,ENTERPRISE PRODUCTS OPERATING LLC,Central,INTERSTATE LIQUID ONSHORE,Failure Investigation,Notice of Probable Violation,CP,195.452(h)(4)(i),Integrity Management,12900,12900,12900,CLOSED,10/13/20,Final Order,1/14/21,1/28/21,10/13/20,12/8/20,,,1/14/21,,,,,,,1/26/21,,2020,2021,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,Incident Report,Hazardous Liquid - 20190192,19-166135S,WMS (SMART migrated),09/03/2025 9:00 AM
52020002WL,207,ALASKA PIPELINE CO,"ALASKA PIPELINE COMPANY, LLC",Western,DISTRIBUTION PRIVATELY OWNED,Standard,Warning Letter,WI,"192.479(a),  192.479(b),  192.479(c),  192.479(c)(1),  192.479(c)(2)",Corrosion Control,,,,CLOSED,10/9/20,,,10/9/20,10/9/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-179456,WMS,09/03/2025 9:00 AM
52020001WL,4483,ENSTAR NATURAL GAS CO,"ENSTAR NATURAL GAS COMPANY, LLC",Western,DISTRIBUTION PRIVATELY OWNED,Standard,Warning Letter,WI,192.481(a),Corrosion Control,,,,CLOSED,10/9/20,,,10/9/20,10/9/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-179456,WMS,09/03/2025 9:00 AM
320205018M,32215,NOVA CHEMICALS CORPORATION,NOVA CHEMICALS CORPORATION,Central,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,"195.446(b)(4),  195.452(h)(1),  195.555,  195.579(c)","Control Room Management,  Corrosion Control,  Integrity Management",,,,CLOSED,10/8/20,,,12/31/20,10/8/20,10/28/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,18-163083S,WMS (SMART migrated),09/03/2025 9:00 AM
320205017M,31720,"EXPRESS HOLDINGS (USA), LLC","EXPRESS HOLDINGS (USA), LLC",Central,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,195.452(j)(5)(iv),Integrity Management,,,,CLOSED,10/7/20,,,11/10/20,10/7/20,11/6/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-164033S,WMS (SMART migrated),09/03/2025 9:00 AM
320205016,31720,"EXPRESS HOLDINGS (USA), LLC","EXPRESS HOLDINGS (USA), LLC",Central,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,CO,"195.581(a),  195.581(b)",Corrosion Control,,,,CLOSED,10/6/20,Consent Order,3/2/21,12/16/21,10/6/20,12/2/20,,,,,,3/2/21,,,,,,2020,2021,Yes,,,,Yes,,,,,Yes,,Yes,,,,,19-164036S,WMS (SMART migrated),09/03/2025 9:00 AM
420205011M,30626,TARGA NGL PIPE LINE CO,TARGA NGL PIPE LINE CO,Southwest,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,"195.402(a),  195.64(c)(1)(iii)","OME Procedural Manual,  Reporting",,,,CLOSED,10/6/20,,,12/17/20,10/6/20,11/5/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-165504S,WMS (SMART migrated),09/03/2025 9:00 AM
420205014,39823,TARGA DOWNSTREAM LLC,TARGA DOWNSTREAM LLC,Southwest,INTERSTATE LIQUID ONSHORE,Specialized,Notice of Probable Violation,CO,195.402(a),OME Procedural Manual,,,,CLOSED,10/6/20,Final Order,12/22/20,3/30/21,10/6/20,11/5/20,,,12/22/20,,,,,,,,,2020,2021,Yes,Yes,,,,,,,,Yes,,Yes,,,,,19-165505S,WMS (SMART migrated),09/03/2025 9:00 AM
42020003WL,39201,"CHANDELEUR PIPE LINE, LLC","CHANDELEUR PIPE LINE, LLC",Southwest,OFFSHORE GAS TRANS INTER,Integrated,Warning Letter,WI,191.22(c)(2)(iv),Reporting,,,,CLOSED,10/2/20,,,10/2/20,10/2/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-172049,WMS,09/03/2025 9:00 AM
320205015M,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC","COUNTRYMARK REFINING AND LOGISTICS, LLC",Central,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,"195.402(c)(3),  195.420(a),  195.422(b),  195.452(h),  195.587","Corrosion Control,  Integrity Management,  OME Procedural Manual,  Operation and/or Maintenance",,,,CLOSED,10/2/20,,,9/30/21,10/2/20,,,,,,,,,,,,,2020,2021,,,,,,,,,,Yes,,,,,,,19-164188S,WMS (SMART migrated),09/03/2025 9:00 AM
22020001CAO,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),NATURAL GAS PIPELINE CO OF AMERICA (KMI),Southern,INTERSTATE GAS TRANSMISSION,Failure Investigation,Corrective Action Order,,,,,,,OPEN,10/1/20,Corrective Action Order,10/1/20,,,,,,,,,,10/1/20,,,,,2020,,Yes,,,,,Yes,,,,,,,,,Incident Report,Gas Transmission and Gathering - 20200110,20-192189,WMS,09/03/2025 9:00 AM
12020014CAO,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)","ALGONQUIN GAS TRANSMISSION, LLC",Eastern,INTERSTATE GAS TRANSMISSION,Construction,Corrective Action Order,,,,,,,CLOSED,10/1/20,Corrective Action Order,10/30/20,11/17/21,,,10/13/20,,,,,,10/30/20,,,,,2020,2021,Yes,,,,,Yes,,,,,,,,,,,20-172418,WMS,09/03/2025 9:00 AM
320201003,21252,VIKING GAS TRANSMISSION CO,VIKING GAS TRANSMISSION CO,Central,GAS INTERSTATE ONSHORE,Integrated,Notice of Probable Violation,CO,192.167(a)(4),Design,,,,CLOSED,9/30/20,Final Order,12/4/20,12/10/20,9/30/20,10/28/20,,,12/4/20,,,,,,,,,2020,2020,Yes,Yes,,,,,,,,Yes,,Yes,,,,,17-158060S,WMS (SMART migrated),09/03/2025 9:00 AM
320201004M,21252,VIKING GAS TRANSMISSION CO,VIKING GAS TRANSMISSION CO,Central,GAS INTERSTATE ONSHORE,Integrated,Notice of Amendment,NOA,"192.605(b)(1),  192.735(a)","OME Procedural Manual,  Operation and/or Maintenance",,,,CLOSED,9/30/20,,,3/2/21,9/30/20,10/28/20,,,,,,,,,,,,2020,2021,,,,,,,,,,Yes,,,,,,,17-158061S,WMS (SMART migrated),09/03/2025 9:00 AM
320205014,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC","COUNTRYMARK REFINING AND LOGISTICS, LLC",Central,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,"CO, WI","195.264(b)(1)(i),  195.412(a),  195.446(h),  195.581","Construction,  Control Room Management,  Corrosion Control,  Operation and/or Maintenance",,,,CLOSED,9/30/20,Final Order,3/2/21,9/30/21,9/30/20,10/26/20,,,3/2/21,,,,,,,,,2020,2021,Yes,Yes,,,,,,,,Yes,,Yes,,,,,19-164188S,WMS (SMART migrated),09/03/2025 9:00 AM
420201009,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),NATURAL GAS PIPELINE CO OF AMERICA (KMI),Southwest,GAS INTERSTATE ONSHORE,Integrated,Notice of Probable Violation,CP,192.805(b),Operator Qualification,31400,31400,31400,CLOSED,9/30/20,Final Order,12/2/20,12/9/20,9/30/20,10/29/20,,,12/2/20,,,,,,,12/9/20,,2020,2020,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,19-163267S,WMS (SMART migrated),09/03/2025 9:00 AM
42020006NOPV,39993,"TRISTATE NLA, LLC","TRISTATE NLA, LLC",Southwest,INTERSTATE GAS TRANSMISSION,Integrated,Notice of Probable Violation,"CO, WI","191.17(a),  191.22(c)(2),  191.22(c)(2)(iv),  192.615(c),  192.805(i)","Operation and/or Maintenance,  Operator Qualification,  Reporting",,,,CLOSED,9/30/20,Final Order,8/9/21,8/9/21,9/30/20,12/7/20,,,8/9/21,,,,,,,,,2020,2021,Yes,Yes,,,,,,,,Yes,,Yes,,,,,20-171909,WMS,09/03/2025 9:00 AM
320201006M,15105,PANHANDLE EASTERN PIPELINE CO,PANHANDLE EASTERN PIPELINE CO,Central,GAS INTERSTATE ONSHORE,Integrated,Notice of Amendment,NOA,192.616(c),Public Awareness,,,,CLOSED,9/28/20,,,11/12/20,9/28/20,11/10/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,18-163743S,WMS (SMART migrated),09/03/2025 9:00 AM
520205006W,300,"PLAINS PIPELINE, L.P.","PLAINS PIPELINE, L.P.",Western,INTERSTATE LIQUID ONSHORE,Integrated,Warning Letter,WI,"195.132(b)(3),  195.402(a),  195.410(a),  195.412(a),  195.442(b),  195.581(a),  195.583(a),  195.583(b)","Corrosion Control,  Damage Prevention,  Design,  OME Procedural Manual,  Operation and/or Maintenance",,,,CLOSED,9/25/20,,,9/25/20,9/25/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-163431S,WMS (SMART migrated),09/03/2025 9:00 AM
520205005M,300,"PLAINS PIPELINE, L.P.","PLAINS PIPELINE, L.P.",Western,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,"195.402(c)(3),  195.452(f)(1),  195.452(f)(3),  195.452(f)(6)","Integrity Management,  OME Procedural Manual",,,,CLOSED,9/25/20,,,12/31/20,9/25/20,11/9/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-163431S,WMS (SMART migrated),09/03/2025 9:00 AM
520206001W,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,Western,INTRASTATE LIQUID ONSHORE,Integrated,Warning Letter,WI,"194.107(c)(1)(ix),  194.107(c)(1)(viii),  194.117(b)(1),  194.121(a),  194.121(b)(1),  194.121(b)(2),  195.132(b)(3),  195.204,  195.402(a),  195.402(c)(12),  195.403(a),  195.404(a)(1),  195.405(a),  195.405(b),  195.410(a)(1),  195.420(a),  195.420(b),  195.422(b),  195.428(a),  195.432(b)","Construction,  Design,  OME Procedural Manual,  Operation and/or Maintenance,  Response Plans",,,,CLOSED,9/25/20,,,9/25/20,9/25/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-163167S,WMS (SMART migrated),09/03/2025 9:00 AM
420205012,22610,"MAGELLAN PIPELINE COMPANY, LP","MAGELLAN PIPELINE COMPANY, LP",Southwest,INTERSTATE LIQUID ONSHORE,Construction,Notice of Probable Violation,"CO, CO/CP, WI","195.202,  195.228(a),  195.246(a),  195.252",Construction,50100,0,,CLOSED,9/18/20,Final Order,9/17/21,9/17/21,9/18/20,11/20/20,11/20/20,,9/17/21,,,,,,,,,2020,2021,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,Additional evidence,,,18-163702S,WMS (SMART migrated),09/03/2025 9:00 AM
42020008CAO,5304,FLORIDA GAS TRANSMISSION CO,FLORIDA GAS TRANSMISSION CO,Southwest,INTERSTATE GAS TRANSMISSION,Failure Investigation,Corrective Action Order,,,,,,,OPEN,9/18/20,Corrective Action Order,10/22/20,,,,10/13/20,,,,,,10/22/20,,,,,2020,,Yes,,,,,Yes,,,,,,,,,Incident Report,Gas Transmission and Gathering - 20200105,20-190995,WMS,09/03/2025 9:00 AM
12020012NOA,15979,"ERGON TERMINALING, INC.","ERGON TERMINALING, INC.",Eastern,INTERSTATE LIQUID,Integrated,Notice of Amendment,NOA,"195.402(a),  195.402(c)(3)",OME Procedural Manual,,,,CLOSED,9/17/20,,,11/12/20,9/17/20,10/5/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-171844,WMS,09/03/2025 9:00 AM
220206002W,26039,FLORIDA POWER & LIGHT CO,FLORIDA POWER & LIGHT CO,Southern,INTRASTATE LIQUID ONSHORE,Integrated,Warning Letter,WI,"195.3,  195.432(b),  195.452(l)(1)(ii),  195.589(c)","Corrosion Control,  Integrity Management,  Operation and/or Maintenance,  Transportation of HL",,,,CLOSED,9/9/20,,,9/9/20,9/9/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,18-162646S,WMS (SMART migrated),09/03/2025 9:00 AM
320201005,15105,PANHANDLE EASTERN PIPELINE CO,PANHANDLE EASTERN PIPELINE CO,Central,GAS INTERSTATE ONSHORE,Integrated,Notice of Probable Violation,"CO, CP, WI","192.167(a)(4)(ii),  192.605(b)(3),  192.709(c),  192.745(a),  192.905(c),  192.937(b)","Design,  Integrity Management,  OME Procedural Manual,  Operation and/or Maintenance",226500,226500,226500,CLOSED,9/9/20,Final Order,12/4/20,12/10/20,9/9/20,10/26/20,,,12/4/20,,,,,,,11/3/20,,2020,2020,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,18-163743S,WMS (SMART migrated),09/03/2025 9:00 AM
12020009NOPSO,38927,UGI ENERGY SERVICES,UGI ENERGY SERVICES,Eastern,INTERSTATE LNG,Specialized,Safety Order,,,,,,,OPEN,9/4/20,Consent Order,8/16/21,,9/4/20,,1/19/21,4/6/21,,,,8/16/21,,,,,,2020,,Yes,,,,Yes,,,,,,,,,,,,20-187254,WMS,09/03/2025 9:00 AM
120205012W,18718,SUNOCO PIPELINE L.P.,SUNOCO PIPELINE L.P.,Eastern,INTERSTATE LIQUID ONSHORE,Integrated,Warning Letter,WI,195.432(b),Operation and/or Maintenance,,,,CLOSED,9/4/20,,,9/4/20,9/4/20,10/8/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-162231S,WMS (SMART migrated),09/03/2025 9:00 AM
12020011NOPV,39862,"DTE MIDSTREAM APPALACHIA, LLC","DTM BIRDSBORO PIPELINE, LLC",Eastern,INTERSTATE GAS TRANSMISSION,First Operating,Notice of Probable Violation,CO,192.605(a),OME Procedural Manual,,,,CLOSED,9/3/20,Final Order,10/23/20,10/29/20,9/3/20,9/18/20,,,10/23/20,,,,,,,,,2020,2020,Yes,Yes,,,,,,,,Yes,,Yes,,,,,20-172056,WMS,09/03/2025 9:00 AM
12020008WL,3110,"DANVILLE, CITY OF","DANVILLE, CITY OF",Eastern,DISTRIBUTION MUNICIPAL,60106 Agreement,Warning Letter,WI,"192.13(c),  192.465(a),  192.465(b),  192.605(a)","Corrosion Control,  OME Procedural Manual,  Transportation of Gas",,,,CLOSED,9/3/20,,,9/3/20,9/3/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-172761,WMS,09/03/2025 9:00 AM
12020007NOA,3110,"DANVILLE, CITY OF","DANVILLE, CITY OF",Eastern,DISTRIBUTION MUNICIPAL,60106 Agreement,Notice of Amendment,NOA,"192.1007(a)(3),  192.1007(e)(1),  192.605(b)(4),  192.605(b)(8)","Integrity Management,  OME Procedural Manual",,,,CLOSED,9/3/20,,,3/5/21,9/3/20,10/1/20,,,,,,,,,,,,2020,2021,,,,,,,,,,Yes,,,,,,,20-172761,WMS,09/03/2025 9:00 AM
220200001W,36417,CALKINS LP GAS CO (22735),CALKINS LP GAS CO (22735),Southern,GAS INTRASTATE ONSHORE,First Operating,Warning Letter,WI,"192.463(a),  192.513(a),  192.513(c),  192.725(b)","Corrosion Control,  Operation and/or Maintenance,  Test Requirements",,,,CLOSED,8/31/20,,,8/31/20,8/31/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-165071S,WMS (SMART migrated),09/03/2025 9:00 AM
220200002W,18684,SUBURBAN PROPANE,SUBURBAN PROPANE,Southern,GAS INTRASTATE ONSHORE,First Operating,Warning Letter,WI,"192.1015(b),  192.1015(b)(5),  192.11(b),  192.365(a),  192.465(a),  192.465(d),  192.603(b),  192.614(b),  192.625(f)(1),  192.625(f)(2),  192.707(c),  192.739(a)(1),  192.739(a)(2),  192.739(a)(3),  192.739(a)(4),  192.747(a),  192.805(b)","Corrosion Control,  Customer Meters and Service Line,  Damage Prevention,  Integrity Management,  Operation and/or Maintenance,  Operator Qualification,  Transportation of Gas",,,,CLOSED,8/31/20,,,8/31/20,8/31/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-166397S,WMS (SMART migrated),09/03/2025 9:00 AM
42020007NOA,32109,"ONEOK NGL PIPELINE, LLC","ONEOK NGL PIPELINE, LLC",Southwest,"INTERSTATE LIQUID, INTRASTATE LIQUID",Control Room Management,Notice of Amendment,NOA,"195.446(b)(3),  195.446(b)(5),  195.446(c)(4),  195.446(h),  195.446(h)(6)",Control Room Management,,,,CLOSED,8/26/20,,,1/8/21,8/26/20,10/26/20,,,,,,,,,,,,2020,2021,,,,,,,,,,Yes,,,,,,,20-173056,WMS,09/03/2025 9:00 AM
42020005NOA,2387,CITGO PIPELINE CO,CITGO PIPELINE CO,Southwest,INTERSTATE LIQUID,Control Room Management,Notice of Amendment,NOA,"195.446(a),  195.446(b)(5)",Control Room Management,,,,CLOSED,8/25/20,,,5/6/21,8/25/20,9/21/20,,,,,,,,,,,,2020,2021,,,,,,,,,,Yes,,,,,,,20-172306,WMS,09/03/2025 9:00 AM
42020004NOA,32109,"ONEOK NGL PIPELINE, LLC","ONEOK NGL PIPELINE, LLC",Southwest,"INTERSTATE LIQUID, INTRASTATE LIQUID",O&M Program,Notice of Amendment,NOA,"195.402(a),  195.64(c)(2)","OME Procedural Manual,  Reporting",,,,CLOSED,8/25/20,,,10/19/20,8/25/20,9/25/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-171934,WMS,09/03/2025 9:00 AM
12020006NOA,39919,"MARKWEST BLUESTONE ETHANE PIPELINE, L.L.C.","MARKWEST BLUESTONE ETHANE PIPELINE, L.L.C.",Eastern,INTERSTATE LIQUID,First Operating,Notice of Amendment,NOA,195.402(c)(3),OME Procedural Manual,,,,CLOSED,8/11/20,,,8/27/20,8/11/20,8/17/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-172048,WMS,09/03/2025 9:00 AM
420203003,32206,"FREEPORT LNG DEVELOPMENT, L.P.","FREEPORT LNG DEVELOPMENT, L.P.",Southwest,INTERSTATE LNG ONSHORE,Failure Investigation,Notice of Probable Violation,"CO, CP","191.3,  191.5(a),  191.5(b),  193.2011,  193.2503(b),  193.2515(c)","LNG Facilities,  Operation and/or Maintenance,  Reporting",263347,263347,263347,CLOSED,8/7/20,Final Order,2/17/21,8/30/21,8/7/20,8/25/20,,,2/17/21,,,,,,,2/26/21,,2020,2021,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,Incident Report,LNG - 20190005,15-150389S,WMS (SMART migrated),09/03/2025 9:00 AM
320205011M,11032,SPIRE MISSOURI INC. EAST,SPIRE MISSOURI INC. EAST,Central,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,"195.402(a),  195.402(c)(2),  195.402(c)(3),  195.402(f),  195.452(b)(2),  195.505(a),  195.55,  195.591","Corrosion Control,  Integrity Management,  OME Procedural Manual,  Operator Qualification,  Reporting",,,,CLOSED,7/28/20,,,11/12/20,7/28/20,8/27/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-167980S,WMS (SMART migrated),09/03/2025 9:00 AM
120201026W,39368,CRESTWOOD MIDSTREAM PARTNERS LP,CRESTWOOD MIDSTREAM PARTNERS LP,Eastern,GAS INTERSTATE ONSHORE,Integrated,Warning Letter,WI,"192.481(a),  192.616(i),  192.907(a)","Corrosion Control,  Integrity Management,  Public Awareness",,,,CLOSED,7/23/20,,,7/23/20,7/23/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,18-162258S,WMS (SMART migrated),09/03/2025 9:00 AM
120201027M,39368,CRESTWOOD MIDSTREAM PARTNERS LP,CRESTWOOD MIDSTREAM PARTNERS LP,Eastern,GAS INTERSTATE ONSHORE,Integrated,Notice of Amendment,NOA,"192.605(b)(2),  192.605(b)(4),  192.605(c)(1),  192.605(c)(4)",OME Procedural Manual,,,,CLOSED,7/23/20,,,10/23/20,7/23/20,8/18/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,18-162258S,WMS (SMART migrated),09/03/2025 9:00 AM
120205011M,31174,"SHELL PIPELINE CO., L.P.","SHELL PIPELINE CO., L.P.",Eastern,INTERSTATE LIQUID ONSHORE,Construction,Notice of Amendment,NOA,"195.202,  195.214(b)",Construction,,,,CLOSED,7/16/20,,,8/13/20,7/16/20,7/27/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,19-162248S,WMS (SMART migrated),09/03/2025 9:00 AM
12020005NOA,39541,"BAYONNE ENERGY CENTER, LLC","BAYONNE ENERGY CENTER, LLC",Eastern,INTRASTATE GAS TRANSMISSION,Integrated,Notice of Amendment,NOA,"192.605(a),  192.907(a)","Integrity Management,  OME Procedural Manual",,,,CLOSED,7/16/20,,,8/19/20,7/16/20,7/24/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-172059,WMS,09/03/2025 9:00 AM
12020004NOA,39862,"DTE MIDSTREAM APPALACHIA, LLC","DTM BIRDSBORO PIPELINE, LLC",Eastern,INTERSTATE GAS TRANSMISSION,First Operating,Notice of Amendment,NOA,192.605(b)(2),OME Procedural Manual,,,,CLOSED,7/16/20,,,8/27/20,7/16/20,8/3/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,20-172056,WMS,09/03/2025 9:00 AM
120201028W,38927,UGI ENERGY SERVICES,UGI ENERGY SERVICES,Eastern,GAS INTERSTATE ONSHORE,Integrated,Warning Letter,WI,192.947(d),Integrity Management,,,,CLOSED,7/16/20,,,7/16/20,7/16/20,,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,18-162392S,WMS (SMART migrated),09/03/2025 9:00 AM
120201029M,38927,UGI ENERGY SERVICES,UGI ENERGY SERVICES,Eastern,GAS INTERSTATE ONSHORE,Integrated,Notice of Amendment,NOA,"192.605(b)(2),  192.605(b)(3),  192.605(b)(8),  192.907(a)","Integrity Management,  OME Procedural Manual",,,,CLOSED,7/16/20,,,10/1/20,7/16/20,8/14/20,,,,,,,,,,,,2020,2020,,,,,,,,,,Yes,,,,,,,18-162391S,WMS (SMART migrated),09/03/2025 9:00 AM
